n.identity,n.properties.languages,n.properties.year,n.properties.imdbId,n.properties.runtime,n.properties.imdbRating,n.properties.movieId,n.properties.countries,n.properties.imdbVotes,n.properties.title,n.properties.url,n.properties.revenue,n.properties.tmdbId,n.properties.plot,n.properties.poster,n.properties.released,n.properties.budget
7195,['English'],2009.0,1176740,98.0,7.1,66665,"['USA', ' UK']",45235.0,Away We Go,https://themoviedb.org/movie/19255,14899417.0,19255,"A couple who is expecting their first child travel around the U.S. in order to find a perfect place to start their family. Along the way, they have misadventures and find fresh connections with an assortment of relatives and old friends who just might help them discover home on their own terms for the first time.",https://image.tmdb.org/t/p/w440_and_h660_face/wQcHjtUgrVqZM5J86L8fTCXsExS.jpg,2009-06-26,17000000.0
7196,['English'],1947.0,0039941,103.0,7.2,66686,['USA'],1544.0,"Unsuspected, The",https://themoviedb.org/movie/29117,,29117,The secretary of an affably suave radio mystery host mysteriously commits suicide after his wealthy young niece disappears.,https://image.tmdb.org/t/p/w440_and_h660_face/xbVMEi5W9ooCsA8ykajfe3MI6Ft.jpg,1947-10-03,
7197,"['Italian', ' English']",2008.0,1023490,110.0,7.3,66744,"['Italy', ' France']",10993.0,"Divo, Il",https://themoviedb.org/movie/8832,11260366.0,8832,"The story of Italian politician Giulio Andreotti, who has served as Prime Minister of Italy seven times since the restoration of democracy in 1946.",https://image.tmdb.org/t/p/w440_and_h660_face/6Rb4Uel3gziuDEgJ71xfZelayVP.jpg,2008-05-28,7275000.0
7198,"['Korean', ' Mandarin', ' Japanese']",2008.0,0901487,130.0,7.3,66785,['South Korea'],25234.0,"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom)",https://themoviedb.org/movie/15067,,15067,The story of two outlaws and a bounty hunter in 1940s Manchuria and their rivalry to possess a treasure map while being pursued by the Japanese army and Chinese bandits.,https://image.tmdb.org/t/p/w440_and_h660_face/4CK4J61vzEteEAueNm40CEZQPGN.jpg,2008-07-17,10000000.0
7199,['English'],2009.0,0838232,92.0,5.5,66798,['USA'],31831.0,"Pink Panther 2, The",https://themoviedb.org/movie/15159,75871032.0,15159,Insp. Jacques Clouseau teams up with a squad of International detectives who are just as bumbling as he is. Their mission: Stop a globe-trotting thief who specializes in stealing historical artifacts.,https://image.tmdb.org/t/p/w440_and_h660_face/cGwul3zKhocdLExd6xbMpANtIEf.jpg,2009-02-06,
7200,['English'],2008.0,0400426,95.0,3.1,66808,"['Germany', ' Canada']",11196.0,Far Cry,https://themoviedb.org/movie/7916,743.0,7916,An ex-special forces soldier turned boatman is hired by a journalist to investigate a top-secret military base on a nearby island.,https://image.tmdb.org/t/p/w440_and_h660_face/neo9UJbh6mMxpxPggY905BDAZzT.jpg,2008-10-02,30000000.0
7201,['English'],1991.0,0102802,77.0,6.0,66915,"['Ireland', ' UK', ' USA']",5852.0,Rock-A-Doodle,https://themoviedb.org/movie/20421,11657385.0,20421,"Edmund is a boy whose favorite story of Chanticleer, a rooster whose singing makes the sun rise every morning until the Grand Duke of Owls, whose kind despises the bright sun, makes him ...",https://image.tmdb.org/t/p/w440_and_h660_face/q5xSS8MNmrwR3em6VB6OC3992d6.jpg,1992-04-03,18000000.0
7202,['English'],2008.0,1227926,42.0,8.7,66934,['USA'],33031.0,Dr. Horrible's Sing-Along Blog,https://themoviedb.org/movie/14301,,14301,An aspiring supervillain must balance his career and his pursuit of a beautiful do-gooder.,,2008-07-15,
7203,['English'],2009.0,1155056,105.0,7.1,67087,['USA'],162496.0,"I Love You, Man",https://themoviedb.org/movie/16538,91980359.0,16538,"Friendless Peter Klaven goes on a series of man-dates to find a Best Man for his wedding. But, when his insta-bond with his new B.F.F. puts a strain on his relationship with his fiancée, can the trio learn to live happily ever after?",https://image.tmdb.org/t/p/w440_and_h660_face/xr4zAYsvgTzvMMiWu6qCAP9WBer.jpg,2009-03-20,41000000.0
7204,"['English', ' Spanish', ' Russian', ' German']",2009.0,1135487,125.0,6.2,67193,"['USA', ' Germany']",41198.0,Duplicity,https://themoviedb.org/movie/16558,78146652.0,16558,"Two ex-government agents turned rival industrial spies have to be at the top of their game when one of their companies prepares to launch a major product. However, they distract each other in more ways than one.",https://image.tmdb.org/t/p/w440_and_h660_face/vMTVZxYgBENNeLemVLT6bgLq6aD.jpg,2009-03-20,60000000.0
7205,['English'],2009.0,0448011,121.0,6.2,67197,"['USA', ' UK', ' Australia']",182811.0,Knowing,https://themoviedb.org/movie/13811,155446362.0,13811,M.I.T. professor John Koestler links a mysterious list of numbers from a time capsule to past and future disasters and sets out to prevent the ultimate catastrophe.,https://image.tmdb.org/t/p/w440_and_h660_face/7xkAVXnrSW5SgpTo8Z5U3a1ZOW2.jpg,2009-03-20,50000000.0
7206,['Thai'],2008.0,0785035,98.0,6.2,67252,['Thailand'],23964.0,Ong-Bak 2: The Beginning (Ong Bak 2),https://themoviedb.org/movie/16353,8936663.0,16353,A young Thai boxer learns the skills and inner meaning of martial arts.,https://image.tmdb.org/t/p/w440_and_h660_face/sGyB8kVPQsofyQV1T0jE2d6k4q4.jpg,2008-12-04,8500000.0
7207,"['Swedish', ' English']",2009.0,1132620,152.0,7.8,67255,"['Sweden', ' Denmark', ' Germany', ' Norway']",170609.0,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor)",https://themoviedb.org/movie/15472,109421911.0,15472,A journalist is aided in his search for a woman who has been missing -- or dead -- for forty years by a young female hacker.,https://image.tmdb.org/t/p/w440_and_h660_face/aOyZzRKqGXROOUasU349XfmYuKw.jpg,2010-04-30,13000000.0
7208,"['English', ' Spanish']",2008.0,0862846,91.0,6.9,67267,['USA'],60258.0,Sunshine Cleaning,https://themoviedb.org/movie/13090,16174377.0,13090,"In order to raise the tuition to send her young son to private school, a mom starts an unusual business -- a biohazard removal/crime scene clean-up service -- with her unreliable sister.",https://image.tmdb.org/t/p/w440_and_h660_face/y9Zh2gDS7Ym6jeoFWLc2MUqUy1Y.jpg,2009-04-17,5000000.0
7209,['English'],2008.0,1287845,25.0,7.2,67295,['USA'],5405.0,Kung Fu Panda: Secrets of the Furious Five,https://themoviedb.org/movie/15854,,15854,"Ordered to teach a martial arts class of rambunctious bunny kittens, Po tells stories of each of the Furious Five's pasts.",https://image.tmdb.org/t/p/w440_and_h660_face/tv52mGWtf13T3XEQj3Heow1whuc.jpg,2008-11-09,
7210,"['English', ' Russian']",2009.0,1124039,105.0,5.8,67361,['USA'],16690.0,Echelon Conspiracy,https://themoviedb.org/movie/16325,2186782.0,16325,"At first, the strange phone messages promised great wealth. Soon, though, government agents pursue the young engineer receiving them around the world.",https://image.tmdb.org/t/p/w440_and_h660_face/eQgT8kdjWJots3dX5Xy11le2vHk.jpg,2009-02-27,
7211,['English'],2009.0,0892782,94.0,6.6,67408,['USA'],110464.0,Monsters vs. Aliens,https://themoviedb.org/movie/15512,381509870.0,15512,A woman transformed into a giant after she is struck by a meteorite on her wedding day becomes part of a team of monsters sent in by the U.S. government to defeat an alien mastermind trying to take over Earth.,https://image.tmdb.org/t/p/w440_and_h660_face/iVei1uT1IkbKcM2JRca9KEoTRXM.jpg,2009-03-27,175000000.0
7212,['English'],2008.0,1172203,82.0,7.7,67429,['USA'],3328.0,Sita Sings the Blues,https://themoviedb.org/movie/20529,,20529,An animated version of the epic Indian tale of Ramayana set to the 1920s jazz vocals of Annette Hanshaw.,https://image.tmdb.org/t/p/w440_and_h660_face/hrtW78FNfwFSiIetgey0cR8AT0g.jpg,2009-08-12,
7213,['German'],1971.0,0067324,85.0,8.0,67504,['West Germany'],1629.0,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit),https://themoviedb.org/movie/62437,,62437,"Through examining Fini Straubinger, an old woman who has been deaf and blind since adolescence, and her work on behalf of other deaf and blind people, this film shows how the deaf and blind...",https://image.tmdb.org/t/p/w440_and_h660_face/wzruxvZEYZzaFOuL1Ufwe5PYG0t.jpg,2002-10-22,
7214,"['German', ' English', ' French', ' Swedish']",2008.0,0765432,150.0,7.4,67508,"['Germany', ' France', ' Czech Republic']",28789.0,"Baader Meinhof Komplex, Der",https://themoviedb.org/movie/6968,,6968,"A look at Germany's terrorist group, The Red Army Faction (RAF), which organized bombings, robberies, kidnappings and assassinations in the late 1960s and '70s.",https://image.tmdb.org/t/p/w440_and_h660_face/pc56ppUiAlhtp3m7ocQxXIrOZoG.jpg,2008-09-25,27000000.0
7215,['English'],2008.0,1157605,80.0,8.0,67665,['Canada'],12774.0,Anvil! The Story of Anvil,https://themoviedb.org/movie/18094,,18094,"Since 1978, Anvil has become one of heavy metal's most influential yet commercially unsuccessful acts. In 2006, after a fledging European tour Anvil sets out to record their thirteenth album and continue to follow their dreams.",https://image.tmdb.org/t/p/w440_and_h660_face/rDrMuFaWBKwjwEnw4C06Sm97huY.jpg,2009-02-20,
7216,['English'],2009.0,1197628,86.0,5.8,67695,['USA'],51445.0,Observe and Report,https://themoviedb.org/movie/16991,24007324.0,16991,"Bi-polar mall security guard Ronnie Barnhardt is called into action to stop a flasher from turning shopper's paradise into his personal peep show. But when Barnhardt can't bring the culprit to justice, a surly police detective, is recruited to close the case.",https://image.tmdb.org/t/p/w440_and_h660_face/z2wcS9UbUfJIn6xAzs1ZdGCGCnQ.jpg,2009-04-10,
7217,['English'],2009.0,1091722,107.0,6.8,67734,['USA'],126263.0,Adventureland,https://themoviedb.org/movie/16614,17164377.0,16614,"In the summer of 1987, a college graduate takes a 'nowhere' job at his local amusement park, only to find it's the perfect course to get him prepared for the real world.",https://image.tmdb.org/t/p/w440_and_h660_face/3ovx1gcQeDIW22IF1TqiugKQv3W.jpg,2009-04-03,
7218,"['English', ' Finnish']",2009.0,1093908,104.0,5.8,67788,['USA'],61354.0,Confessions of a Shopaholic,https://themoviedb.org/movie/20048,108332743.0,20048,A college grad lands a job as a financial journalist in New York City to support where she nurtures her shopping addiction and falls for a wealthy entrepreneur.,https://image.tmdb.org/t/p/w440_and_h660_face/r17R9OIC0pKDqqsNore6atYLCVZ.jpg,2009-02-13,40000000.0
7219,['English'],2009.0,1234541,90.0,5.6,67799,['USA'],14964.0,The Butterfly Effect 3: Revelations,https://themoviedb.org/movie/16258,,16258,A young man with the power to time travel attempts to solve the mystery of his girlfriend's death.,https://image.tmdb.org/t/p/w440_and_h660_face/femOetCtTTrgpCJ5eOhOpQKdgiL.jpg,2009-07-31,
7220,"['English', ' Japanese', ' Hindi']",2009.0,1098327,85.0,2.7,67867,"['USA', ' Hong Kong', ' UK']",54259.0,Dragonball Evolution,https://themoviedb.org/movie/14164,57497699.0,14164,"The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power.",https://image.tmdb.org/t/p/w440_and_h660_face/23PcKOqNdhKeMFzORzQGn5eC44N.jpg,2009-04-10,100000000.0
7221,['English'],2009.0,1013752,107.0,6.6,67923,['USA'],194795.0,"Fast & Furious (Fast and the Furious 4, The)",https://themoviedb.org/movie/13804,363164265.0,13804,"Brian O'Conner, now working for the FBI in LA, teams up with Dominic Toretto to bring down a heroin importer by infiltrating his operation.",https://image.tmdb.org/t/p/w440_and_h660_face/pk8TyMix5QtQ1ND5MROfIPvx4XJ.jpg,2009-04-03,85000000.0
7222,['English'],1988.0,0094075,43.0,7.9,67957,['USA'],1940.0,Superstar: The Karen Carpenter Story,https://themoviedb.org/movie/1387,,1387,Karen Carpenter's battle with anorexia nervosa and the cultural influence of the Carpenters in the 70s.,https://image.tmdb.org/t/p/w440_and_h660_face/73QsiL62TmhBw377AwixrVkd1JK.jpg,1988-04-30,
7223,['English'],2009.0,1226774,106.0,7.5,67997,['UK'],42859.0,In the Loop,https://themoviedb.org/movie/19833,6149791.0,19833,A political satire about a group of skeptical American and British operatives attempting to prevent a war between two countries.,https://image.tmdb.org/t/p/w440_and_h660_face/jL6txnziFSeEifQkqnPBtaPaiXU.jpg,2009-09-04,
7224,['English'],2009.0,1131729,117.0,7.4,68073,"['UK', ' Germany', ' France']",89008.0,Pirate Radio,https://themoviedb.org/movie/18947,36348784.0,18947,A period comedy about an illegal radio station in the North Sea in the 1960s.,https://image.tmdb.org/t/p/w440_and_h660_face/oT2XDQ08SzbhXGIsjyKPfuiKYo.jpg,2009-11-13,50000000.0
7225,['English'],1994.0,0180443,82.0,8.1,68099,['USA'],75.0,Apollo 13: To the Edge and Back,https://themoviedb.org/movie/128857,,128857,,https://image.tmdb.org/t/p/w440_and_h660_face/eFjtsjq8gLovE8f3MRrPB2c9aS6.jpg,1994-07-20,
7226,['English'],2009.0,0974661,102.0,6.4,68135,['USA'],142410.0,17 Again,https://themoviedb.org/movie/16996,136267476.0,16996,Mike O' Donnell is ungrateful for how his life turned out. He gets a chance to rewrite his life when he meets a janitor near a bridge.,https://image.tmdb.org/t/p/w440_and_h660_face/yEcfFXEWpuXcfsR9nKESVCFneqV.jpg,2009-04-17,20000000.0
7227,"['Japanese', ' English']",2005.0,0471834,113.0,7.2,68137,['Japan'],2778.0,Nana,https://themoviedb.org/movie/168538,,168538,"A chance encounter between two girls of the same name, Nana, triggers a series of events and relationships.",https://image.tmdb.org/t/p/w440_and_h660_face/AkqhP414G1205OtEiNoABEG3PI1.jpg,2008-04-04,
7228,"['English', ' German', ' French', ' Italian']",2009.0,0361748,153.0,8.3,68157,"['USA', ' Germany']",846206.0,Inglourious Basterds,https://themoviedb.org/movie/16869,321455689.0,16869,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",https://image.tmdb.org/t/p/w440_and_h660_face/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg,2009-08-21,70000000.0
7229,"['English', ' Cantonese']",2009.0,0473705,127.0,7.1,68159,"['USA', ' UK', ' France']",111127.0,State of Play,https://themoviedb.org/movie/16995,87784194.0,16995,"When a congressional aide is killed, a Washington D.C. journalist starts investigating the case involving the congressman, his old college friend.",https://image.tmdb.org/t/p/w440_and_h660_face/4f8nhHESDhAVKow2M1khmqDdatp.jpg,2009-04-17,60000000.0
7230,['English'],2009.0,1226271,98.0,7.6,68194,['UK'],31152.0,"Damned United, The",https://themoviedb.org/movie/21641,,21641,A look at Brian Clough's 44-day reign as the coach of Leeds United.,https://image.tmdb.org/t/p/w440_and_h660_face/ftlbCma6QoRiZgiflVmLuPKHrkq.jpg,2009-03-27,10000000.0
7231,['English'],2009.0,1121931,96.0,6.2,68205,['USA'],108564.0,Crank: High Voltage,https://themoviedb.org/movie/15092,34560577.0,15092,Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker that requires regular jolts of electricity to keep working.,https://image.tmdb.org/t/p/w440_and_h660_face/tzTC4EEvF0OPL63frEiogxL2T8M.jpg,2009-04-17,20000000.0
7232,"['English', ' Spanish']",2009.0,1182345,97.0,8.0,68237,['UK'],249927.0,Moon,https://themoviedb.org/movie/17431,9760104.0,17431,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.",https://image.tmdb.org/t/p/w440_and_h660_face/8MgjEszEYY6tW4aNsFMo7zYjytR.jpg,2009-07-10,5000000.0
7233,"['English', ' German']",2009.0,0962736,105.0,7.3,68269,"['UK', ' USA']",42890.0,"Young Victoria, The",https://themoviedb.org/movie/18320,31878891.0,18320,"A dramatization of the turbulent first years of Queen Victoria's rule, and her enduring romance with Prince Albert.",https://image.tmdb.org/t/p/w440_and_h660_face/iGyuReyij3bPCtzJdSjTR8PR0pa.jpg,2010-01-08,35000000.0
7234,['English'],2009.0,0458525,107.0,6.7,68319,"['USA', ' UK']",339839.0,X-Men Origins: Wolverine,https://themoviedb.org/movie/2080,373062864.0,2080,"A look at Wolverine's early life, in particular his time with the government squad Team X and the impact it will have on his later years.",https://image.tmdb.org/t/p/w440_and_h660_face/mQglrQzgZT0Oj9cQYPsLI8dsEqB.jpg,2009-05-01,150000000.0
7235,"['English', ' French']",2009.0,1103982,77.0,5.5,68324,['USA'],13318.0,"Girlfriend Experience, The",https://themoviedb.org/movie/17680,1007962.0,17680,"A drama set in the days leading up to the 2008 Presidential election, and centered on a high-end Manhattan call girl meeting the challenges of her boyfriend, her clients, and her work.",https://image.tmdb.org/t/p/w440_and_h660_face/2UbTx5DV3qw2Ixr3fkkyRSHi58.jpg,2009-07-08,1700000.0
7236,['Spanish'],2009.0,1127715,96.0,7.6,68347,"['Mexico', ' USA']",24459.0,Sin Nombre,https://themoviedb.org/movie/21191,5101756.0,21191,A Honduran young girl and a Mexican gangster are united in a journey across the American border.,https://image.tmdb.org/t/p/w440_and_h660_face/wncX4fshBUDvB2CaW3AYG7i3nUd.jpg,2009-04-17,
7237,['English'],2009.0,0796366,127.0,8.0,68358,"['USA', ' Germany']",489087.0,Star Trek,https://themoviedb.org/movie/13475,385680446.0,13475,"The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful, time-traveling Romulan creates black holes to destroy the Federation one planet at a time.",https://image.tmdb.org/t/p/w440_and_h660_face/hN2ZtF3Uw6mhIHZiqL0SKzELtKn.jpg,2009-05-08,150000000.0
7238,['English'],2008.0,0460810,90.0,6.5,68444,['USA'],11628.0,"Great Buck Howard, The",https://themoviedb.org/movie/16279,900689.0,16279,"A young man, much to the chagrin of his father, becomes the new assistant to an illusionist in decline.",https://image.tmdb.org/t/p/w440_and_h660_face/vHGTog9BcjVVYvczJKH36PvAKaE.jpg,2009-04-10,
7239,['Mandarin'],2009.0,1326972,142.0,7.6,68486,"['China', ' Hong Kong', ' Japan', ' Taiwan', ' South Korea']",18694.0,Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia),https://themoviedb.org/movie/15384,121059225.0,15384,"In this sequel to Red Cliff, Chancellor Cao Cao convinces Emperor Xian of the Han to initiate a battle against the two Kingdoms of Shu and Wu, who have become allied forces, against all ...",https://image.tmdb.org/t/p/w440_and_h660_face/h4WZHa5K941lAthsa29g0RFJJtV.jpg,2009-11-20,80000000.0
7240,['English'],2001.0,0278736,142.0,8.0,68536,['USA'],8099.0,Stanley Kubrick: A Life in Pictures,https://themoviedb.org/movie/30416,,30416,"The career and life of Stanley Kubrick is explored through pictures, clips from his films, his old home movies, comments from his colleagues and a narration by Tom Cruise.",https://image.tmdb.org/t/p/w440_and_h660_face/yGrzFNyc9ztyAJejneh9734Y9Uj.jpg,2001-05-02,
7241,"['English', ' Italian', ' Latin', ' French', ' Swiss German', ' German', ' Chinese']",2009.0,0808151,138.0,6.7,68554,"['USA', ' Italy']",200301.0,Angels & Demons,https://themoviedb.org/movie/13448,356613439.0,13448,Harvard symbologist Robert Langdon works to solve a murder and prevent a terrorist act against the Vatican.,https://image.tmdb.org/t/p/w440_and_h660_face/uRBapeuwV8yy4in4BkETHBDmWkH.jpg,2009-05-15,150000000.0
7242,['English'],1979.0,0079875,108.0,6.1,68614,['USA'],1169.0,"Seduction of Joe Tynan, The",https://themoviedb.org/movie/47906,,47906,"Respected liberal Senator Joe Tynan is asked to lead the opposition to a Supreme Court appointment. It means losing an old friend and fudging principles to make the necessary deals, as well...",https://image.tmdb.org/t/p/w440_and_h660_face/bG1dObttR6pDn5Jzt8SUSjknjoD.jpg,1979-08-17,
7243,['English'],2009.0,0489049,90.0,6.6,68659,['USA'],49105.0,Fanboys,https://themoviedb.org/movie/13532,948753.0,13532,Star Wars fanatics take a cross-country trip to George Lucas' Skywalker Ranch so their dying friend can see a screening of Star Wars: Episode I - The Phantom Menace (1999) before its release.,https://image.tmdb.org/t/p/w440_and_h660_face/fitksX4J3xfBjT38YgDUXOlBkHk.jpg,2009-02-13,
7244,"['English', ' Italian']",2009.0,0438488,115.0,6.6,68791,"['USA', ' Germany', ' UK', ' Italy']",278072.0,Terminator Salvation,https://themoviedb.org/movie/534,371353001.0,534,"In 2018, a mysterious new weapon in the war against the machines, half-human and half-machine, comes to John Connor on the eve of a resistance attack on Skynet. But whose side is he on, and can he be trusted?",https://image.tmdb.org/t/p/w440_and_h660_face/gw6JhlekZgtKUFlDTezq3j5JEPK.jpg,2009-05-21,200000000.0
7245,['English'],2009.0,1078912,105.0,5.9,68793,"['USA', ' Canada']",125238.0,Night at the Museum: Battle of the Smithsonian,https://themoviedb.org/movie/18360,413106170.0,18360,"Security guard Larry Daley infiltrates the Smithsonian Institution in order to rescue Jedediah and Octavius, who have been shipped to the museum by mistake.",https://image.tmdb.org/t/p/w440_and_h660_face/rBm8YJUH1Sh0yGn2w5MEjOhwP3F.jpg,2009-05-22,150000000.0
7246,['English'],2008.0,0476991,95.0,7.0,68835,['USA'],4218.0,Were the World Mine,https://themoviedb.org/movie/19375,119563.0,19375,"A bullied and demoralized gay student at an all-boys school uses a magical flower derived from Shakespeare's A Midsummer Night's Dream' to turn many in his community gay, including a comely rugby player for himself.",https://image.tmdb.org/t/p/w440_and_h660_face/nssdDRa7yRXwIRHpiXuZaq42cTX.jpg,2009-05-14,
7247,['English'],2008.0,0977648,96.0,7.5,68838,['USA'],1195.0,Every Little Step,https://themoviedb.org/movie/23997,,23997,Follows the plight of real-life dancers as they struggle through auditions for the Broadway revival of A Chorus Line. Also investigates the history of the show and the creative minds behind the original and current incarnations.,https://image.tmdb.org/t/p/w440_and_h660_face/5VsB0uvQE1wSUbyzgpaZCFPGzUO.jpg,2009-06-12,
7248,"['English', ' French', ' Czech', ' Japanese']",2008.0,0844286,114.0,6.9,68848,['USA'],40886.0,"Brothers Bloom, The",https://themoviedb.org/movie/21755,5530764.0,21755,"The Brothers Bloom are the best con men in the world, swindling millionaires with complex scenarios of lust and intrigue. Now they've decided to take on one last job - showing a beautiful and eccentric heiress the time of her life with a romantic adventure that takes them around the world.",https://image.tmdb.org/t/p/w440_and_h660_face/xIz8iwzyjgWGzcIwHKpqhBs77ML.jpg,2009-06-19,20000000.0
7249,"['Italian', ' English', ' German', ' Sicilian']",1946.0,0038823,120.0,7.8,68872,['Italy'],4580.0,Paisan (Paisà),https://themoviedb.org/movie/8429,,8429,"Six vignettes follow the Allied invasion from July 1943 to winter 1944, from Sicily north to Venice. Communication is fragile. A woman leads an Allied patrol through a mine field; she dies ...",https://image.tmdb.org/t/p/w440_and_h660_face/AjHCVOqWQwFLuyOTsr7c9VQp4X8.jpg,1948-03-29,
7250,['French'],2007.0,0920473,96.0,6.8,68884,['France'],2011.0,Shall We Kiss? (Un baiser s'il vous plait),https://themoviedb.org/movie/10541,,10541,"When Gabriel and Emilie meet by chance, he offers her a ride, and they spend the evening talking, laughing and getting along famously. At the end of the night, Emilie declines Gabriel's ...",https://image.tmdb.org/t/p/w440_and_h660_face/1LviJDLStrDRtHtfdA8jlqlRgla.jpg,2007-12-12,
7251,['English'],2007.0,0990404,84.0,7.4,68901,['USA'],3471.0,Chop Shop,https://themoviedb.org/movie/15555,,15555,"Alejandro, a resourceful street orphan on the verge of adolescence, lives and works in an auto-body repair shop in a sprawling junkyard on the outskirts of Queens, New York. In this chaotic world of adults, Alejandro struggles to make a better life for himself and his sixteen-year-old sister.",https://image.tmdb.org/t/p/w440_and_h660_face/kjdqPP9Q88cefP66Fzm9N72RFhB.jpg,2008-02-27,
7252,['English'],2009.0,0821642,117.0,6.7,68932,"['UK', ' France', ' USA']",43256.0,"Soloist, The",https://themoviedb.org/movie/17332,31720158.0,17332,"A Los Angeles journalist befriends a homeless Juilliard-trained musician, while looking for a new article for the paper.",https://image.tmdb.org/t/p/w440_and_h660_face/72arszszwsfECPDdkwFpxH1LHQ9.jpg,2009-04-24,60000000.0
7253,['Japanese'],1997.0,0169880,101.0,7.6,68945,['Japan'],7301.0,Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei),https://themoviedb.org/movie/21832,,21832,"The Evangelion saga from TV is artfully recounted, with some additional scenes, in part one see: Shin Seiki Evangelion (1995) Part two starts immediately afterward, where the NERV ...",https://image.tmdb.org/t/p/w440_and_h660_face/hFAuP14o9oeYDXA8C6zlqyenBus.jpg,1997-03-15,
7254,"['English', ' Spanish', ' Hungarian', ' Czech']",2009.0,1127180,99.0,6.6,68952,['USA'],154162.0,Drag Me to Hell,https://themoviedb.org/movie/16871,90810892.0,16871,"A loan officer who evicts an old woman from her home finds herself the recipient of a supernatural curse. Desperate, she turns to a seer to try and save her soul, while evil forces work to push her to a breaking point.",https://image.tmdb.org/t/p/w440_and_h660_face/Ak9lfPN80XNE1xpGj6XfFFbbPOE.jpg,2009-05-29,30000000.0
7255,['English'],2009.0,1049413,96.0,8.3,68954,['USA'],629663.0,Up,https://themoviedb.org/movie/14160,735099082.0,14160,"Seventy-eight year old Carl Fredricksen travels to Paradise Falls in his home equipped with balloons, inadvertently taking a young stowaway.",https://image.tmdb.org/t/p/w440_and_h660_face/6MNW96BHtwwWK74d0tLyxVZBkTs.jpg,2009-05-29,175000000.0
7256,"['Romany', ' Japanese', ' German']",2005.0,0485323,105.0,7.6,68959,['Japan'],7269.0,Fullmetal Alchemist the Movie: Conqueror of Shamballa (Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono),https://themoviedb.org/movie/14003,,14003,"Edward Elric, an alchemist from an alternate world, races to prevent the Thule Society from harnessing alchemy to wage war on his home.",https://image.tmdb.org/t/p/w440_and_h660_face/kTa0IqujsYrgqECtfjzk41zVjjo.jpg,2006-08-25,
7257,['English'],2009.0,1153706,83.0,3.5,68965,['USA'],10028.0,Dance Flick,https://themoviedb.org/movie/21724,32.0,21724,"Street dancer Thomas Uncles is from the wrong side of the tracks, but his bond with the beautiful Megan White might help the duo realize their dreams as they enter in the mother of all dance battles.",https://image.tmdb.org/t/p/w440_and_h660_face/zP4mmgmt0OzIz7Cjk4dgxG0SZJA.jpg,2009-05-22,25.0
7258,"['French', ' English']",2008.0,0836700,103.0,7.3,68967,['France'],5154.0,"Summer Hours (Heure d'été, L')",https://themoviedb.org/movie/8282,,8282,Two brothers and a sister witness the disappearance of their childhood memories when they must relinquish the family belongings to ensure their deceased mother's succession.,https://image.tmdb.org/t/p/w440_and_h660_face/t4n9KaOp5CnNHJ0beTtSPLOIsLz.jpg,2009-06-05,
7259,['English'],2009.0,1083456,90.0,6.2,69069,['USA'],36088.0,Fired Up,https://themoviedb.org/movie/17927,18599102.0,17927,The two most popular guys in high school decide to ditch football camp for cheerleader camp. For the girls and for the glory.,https://image.tmdb.org/t/p/w440_and_h660_face/ifTjxzY6ZlFOVEypy1B9FFpiZUp.jpg,2009-02-20,20000000.0
7260,['English'],2009.0,0910905,117.0,6.1,69118,"['France', ' USA']",13094.0,In the Electric Mist,https://themoviedb.org/movie/13975,,13975,"A detective in post-Katrina New Orleans has a series of surreal encounters with a troop of friendly Confederate soldiers while investigating serial killings of local prostitutes, a 1965 lynching, and corrupt local businessmen.",https://image.tmdb.org/t/p/w440_and_h660_face/gsyUJovik2t5vzPyXL5tq5VWLym.jpg,2009-04-15,
7261,['English'],2009.0,1119646,100.0,7.8,69122,"['USA', ' Germany']",565978.0,"Hangover, The",https://themoviedb.org/movie/18785,469310836.0,18785,"Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.",https://image.tmdb.org/t/p/w440_and_h660_face/jjCPcxw7QCmFPYM1t3BThdEawJK.jpg,2009-06-05,35000000.0
