relationship.start,relationship.end,end.identity,end.properties.name
7667,13,13,Action
7667,33,33,Mystery
7667,16,16,Thriller
7667,161,161,Western
7667,14,14,Crime
7667,10,10,Drama
7667,162,162,Film-Noir
7667,23,23,Horror
7668,16,16,Thriller
7669,13,13,Action
7669,4,4,Comedy
7669,49,49,Documentary
7670,56,56,War
7670,49,49,Documentary
7671,49,49,Documentary
7672,13,13,Action
7672,4,4,Comedy
7673,51,51,IMAX
7673,23,23,Horror
7674,6,6,Fantasy
7674,10,10,Drama
7675,10,10,Drama
7675,1,1,Adventure
7675,33,33,Mystery
7675,23,23,Horror
7676,33,33,Mystery
7676,23,23,Horror
7676,16,16,Thriller
7677,4,4,Comedy
7678,10,10,Drama
7678,1,1,Adventure
7678,16,16,Thriller
7679,4,4,Comedy
7679,37,37,Sci-Fi
7679,2,2,Animation
7679,3,3,Children
7679,51,51,IMAX
7679,13,13,Action
7680,16,16,Thriller
7680,10,10,Drama
7681,10,10,Drama
7681,16,16,Thriller
7682,37,37,Sci-Fi
7682,13,13,Action
7683,13,13,Action
7683,10,10,Drama
7683,16,16,Thriller
7684,9,9,Romance
7684,4,4,Comedy
7684,10,10,Drama
7685,10,10,Drama
7686,10,10,Drama
7686,14,14,Crime
7686,16,16,Thriller
7686,9,9,Romance
7687,10,10,Drama
7688,4,4,Comedy
7688,10,10,Drama
7689,6,6,Fantasy
7689,1,1,Adventure
7689,13,13,Action
7689,51,51,IMAX
7690,10,10,Drama
7691,3,3,Children
7691,2,2,Animation
7691,4,4,Comedy
7691,6,6,Fantasy
7691,63,63,Musical
7691,9,9,Romance
7691,51,51,IMAX
7692,49,49,Documentary
7693,49,49,Documentary
7694,10,10,Drama
7695,4,4,Comedy
7695,10,10,Drama
7695,9,9,Romance
7696,14,14,Crime
7696,49,49,Documentary
7697,49,49,Documentary
7698,23,23,Horror
7699,9,9,Romance
7699,14,14,Crime
7700,37,37,Sci-Fi
7700,16,16,Thriller
7701,1,1,Adventure
7701,10,10,Drama
7701,4,4,Comedy
7702,6,6,Fantasy
7702,10,10,Drama
7702,9,9,Romance
7703,4,4,Comedy
7703,9,9,Romance
7703,10,10,Drama
7704,3,3,Children
7704,1,1,Adventure
7704,6,6,Fantasy
7705,4,4,Comedy
7706,16,16,Thriller
7706,10,10,Drama
7707,4,4,Comedy
7707,13,13,Action
7708,10,10,Drama
7708,14,14,Crime
7708,162,162,Film-Noir
7709,16,16,Thriller
7709,33,33,Mystery
7709,10,10,Drama
7710,161,161,Western
7711,37,37,Sci-Fi
7711,1,1,Adventure
7711,51,51,IMAX
7711,13,13,Action
7712,10,10,Drama
7713,4,4,Comedy
7713,10,10,Drama
7713,9,9,Romance
7714,10,10,Drama
7715,10,10,Drama
7716,4,4,Comedy
7716,9,9,Romance
7717,16,16,Thriller
7717,14,14,Crime
7718,4,4,Comedy
7719,6,6,Fantasy
7719,1,1,Adventure
7719,4,4,Comedy
7720,4,4,Comedy
7720,10,10,Drama
7720,56,56,War
7721,49,49,Documentary
7722,9,9,Romance
7722,63,63,Musical
7722,10,10,Drama
7723,4,4,Comedy
7724,6,6,Fantasy
7724,3,3,Children
7724,2,2,Animation
7725,23,23,Horror
7725,4,4,Comedy
7726,4,4,Comedy
7726,3,3,Children
7727,10,10,Drama
7727,4,4,Comedy
7728,49,49,Documentary
7729,4,4,Comedy
7730,4,4,Comedy
7731,49,49,Documentary
7732,16,16,Thriller
7732,51,51,IMAX
7732,14,14,Crime
7732,6,6,Fantasy
7732,13,13,Action
7732,4,4,Comedy
7733,4,4,Comedy
7734,4,4,Comedy
7735,161,161,Western
7735,13,13,Action
7735,6,6,Fantasy
7736,4,4,Comedy
7737,6,6,Fantasy
7737,1,1,Adventure
7737,10,10,Drama
7738,4,4,Comedy
7739,2,2,Animation
7740,13,13,Action
7740,16,16,Thriller
7740,37,37,Sci-Fi
7740,51,51,IMAX
7740,161,161,Western
7741,3,3,Children
7741,2,2,Animation
7742,49,49,Documentary
7743,7745,7745,(no genres listed)
7744,10,10,Drama
7744,4,4,Comedy
7746,10,10,Drama
7746,4,4,Comedy
7747,10,10,Drama
7748,10,10,Drama
7749,37,37,Sci-Fi
7749,16,16,Thriller
7750,49,49,Documentary
7751,49,49,Documentary
7752,10,10,Drama
7752,37,37,Sci-Fi
7752,13,13,Action
7752,2,2,Animation
7753,49,49,Documentary
7754,4,4,Comedy
7754,9,9,Romance
7755,3,3,Children
7755,4,4,Comedy
7755,14,14,Crime
7756,9,9,Romance
7756,4,4,Comedy
7757,10,10,Drama
7757,14,14,Crime
7757,16,16,Thriller
7758,16,16,Thriller
7758,23,23,Horror
7758,10,10,Drama
7759,37,37,Sci-Fi
7759,2,2,Animation
7759,1,1,Adventure
7759,13,13,Action
7760,10,10,Drama
7761,16,16,Thriller
7761,33,33,Mystery
7761,10,10,Drama
7762,4,4,Comedy
7763,2,2,Animation
7763,3,3,Children
7763,1,1,Adventure
7763,9,9,Romance
7763,4,4,Comedy
7763,6,6,Fantasy
7764,16,16,Thriller
7764,4,4,Comedy
7765,4,4,Comedy
7765,37,37,Sci-Fi
7765,1,1,Adventure
7766,14,14,Crime
7766,10,10,Drama
7767,4,4,Comedy
7767,10,10,Drama
7767,9,9,Romance
7768,3,3,Children
7768,4,4,Comedy
7768,161,161,Western
7768,13,13,Action
7768,1,1,Adventure
7768,2,2,Animation
7769,4,4,Comedy
7769,10,10,Drama
7770,10,10,Drama
7770,23,23,Horror
7771,37,37,Sci-Fi
7771,16,16,Thriller
7771,9,9,Romance
7772,49,49,Documentary
7772,23,23,Horror
7773,10,10,Drama
7773,13,13,Action
7773,16,16,Thriller
7774,4,4,Comedy
7775,10,10,Drama
7775,1,1,Adventure
7776,37,37,Sci-Fi
7776,13,13,Action
7776,51,51,IMAX
7776,16,16,Thriller
7777,56,56,War
7777,37,37,Sci-Fi
7777,13,13,Action
7778,1,1,Adventure
7778,4,4,Comedy
7778,2,2,Animation
7778,37,37,Sci-Fi
7779,10,10,Drama
7780,4,4,Comedy
7780,37,37,Sci-Fi
7780,2,2,Animation
7780,3,3,Children
7780,13,13,Action
7780,1,1,Adventure
7780,51,51,IMAX
7781,3,3,Children
7781,2,2,Animation
7782,14,14,Crime
7782,10,10,Drama
7782,13,13,Action
7783,4,4,Comedy
7783,9,9,Romance
7784,49,49,Documentary
7785,16,16,Thriller
7785,33,33,Mystery
7785,23,23,Horror
7785,6,6,Fantasy
7786,4,4,Comedy
7787,4,4,Comedy
7787,13,13,Action
7787,10,10,Drama
7788,23,23,Horror
7788,6,6,Fantasy
7789,16,16,Thriller
7789,37,37,Sci-Fi
7789,33,33,Mystery
7789,10,10,Drama
7789,13,13,Action
7790,10,10,Drama
7790,9,9,Romance
7791,13,13,Action
7791,6,6,Fantasy
7791,16,16,Thriller
7791,51,51,IMAX
7792,23,23,Horror
7792,16,16,Thriller
7793,10,10,Drama
7793,9,9,Romance
7794,1,1,Adventure
7794,2,2,Animation
7794,3,3,Children
7794,37,37,Sci-Fi
7795,49,49,Documentary
7796,2,2,Animation
7796,37,37,Sci-Fi
7796,4,4,Comedy
7797,23,23,Horror
7797,6,6,Fantasy
7797,16,16,Thriller
7798,13,13,Action
7798,14,14,Crime
7798,1,1,Adventure
7798,16,16,Thriller
7799,4,4,Comedy
7799,10,10,Drama
7800,4,4,Comedy
7800,10,10,Drama
7801,4,4,Comedy
7802,14,14,Crime
7802,4,4,Comedy
7803,4,4,Comedy
7803,2,2,Animation
7803,3,3,Children
7804,13,13,Action
7805,33,33,Mystery
7805,16,16,Thriller
7805,13,13,Action
7805,1,1,Adventure
7806,4,4,Comedy
7806,49,49,Documentary
7807,4,4,Comedy
7808,1,1,Adventure
7808,4,4,Comedy
7808,2,2,Animation
7808,3,3,Children
7809,10,10,Drama
7809,37,37,Sci-Fi
7810,10,10,Drama
7810,1,1,Adventure
7810,13,13,Action
7810,51,51,IMAX
7810,6,6,Fantasy
7811,4,4,Comedy
7812,4,4,Comedy
7813,4,4,Comedy
7814,10,10,Drama
7815,49,49,Documentary
7816,10,10,Drama
7816,9,9,Romance
7817,49,49,Documentary
7817,1,1,Adventure
7818,10,10,Drama
7819,16,16,Thriller
7819,10,10,Drama
7819,14,14,Crime
7819,13,13,Action
7819,51,51,IMAX
7820,6,6,Fantasy
7820,10,10,Drama
7820,2,2,Animation
7821,56,56,War
7821,33,33,Mystery
7821,10,10,Drama
7822,4,4,Comedy
7822,9,9,Romance
7822,10,10,Drama
7823,4,4,Comedy
7824,16,16,Thriller
7824,23,23,Horror
7824,37,37,Sci-Fi
7824,13,13,Action
7825,10,10,Drama
7826,37,37,Sci-Fi
7826,1,1,Adventure
7826,6,6,Fantasy
7827,13,13,Action
7827,51,51,IMAX
7827,1,1,Adventure
7827,6,6,Fantasy
7828,4,4,Comedy
7828,6,6,Fantasy
7828,9,9,Romance
7829,10,10,Drama
7830,16,16,Thriller
7830,14,14,Crime
7830,13,13,Action
7831,10,10,Drama
7832,4,4,Comedy
7833,37,37,Sci-Fi
7833,13,13,Action
7833,16,16,Thriller
7834,13,13,Action
7834,37,37,Sci-Fi
7834,4,4,Comedy
7835,23,23,Horror
7835,10,10,Drama
7835,16,16,Thriller
7836,14,14,Crime
7836,162,162,Film-Noir
7836,10,10,Drama
7837,13,13,Action
7837,1,1,Adventure
7837,2,2,Animation
7837,3,3,Children
7837,4,4,Comedy
7837,51,51,IMAX
7838,13,13,Action
7838,1,1,Adventure
7838,37,37,Sci-Fi
7838,16,16,Thriller
7838,56,56,War
7839,4,4,Comedy
7839,10,10,Drama
7839,9,9,Romance
7840,4,4,Comedy
7840,10,10,Drama
7841,10,10,Drama
7842,51,51,IMAX
7842,16,16,Thriller
7842,37,37,Sci-Fi
7842,33,33,Mystery
7843,9,9,Romance
7843,63,63,Musical
7843,3,3,Children
7844,37,37,Sci-Fi
7844,1,1,Adventure
7844,13,13,Action
7845,4,4,Comedy
7846,4,4,Comedy
7847,4,4,Comedy
7848,51,51,IMAX
7848,37,37,Sci-Fi
7848,56,56,War
7848,1,1,Adventure
7848,13,13,Action
7849,10,10,Drama
7849,9,9,Romance
7849,4,4,Comedy
7850,13,13,Action
7850,1,1,Adventure
7850,4,4,Comedy
7850,6,6,Fantasy
7851,9,9,Romance
7851,10,10,Drama
7851,63,63,Musical
7852,10,10,Drama
7853,16,16,Thriller
7853,13,13,Action
7853,14,14,Crime
7854,4,4,Comedy
7854,14,14,Crime
7855,3,3,Children
7855,2,2,Animation
7855,51,51,IMAX
7855,4,4,Comedy
7855,1,1,Adventure
7856,10,10,Drama
7857,49,49,Documentary
7858,33,33,Mystery
7858,10,10,Drama
7858,14,14,Crime
7859,10,10,Drama
7860,10,10,Drama
7861,10,10,Drama
7861,16,16,Thriller
7861,14,14,Crime
7862,10,10,Drama
7862,6,6,Fantasy
7862,33,33,Mystery
7862,51,51,IMAX
7862,13,13,Action
7862,1,1,Adventure
7863,14,14,Crime
7863,10,10,Drama
7863,162,162,Film-Noir
7863,16,16,Thriller
7864,13,13,Action
7864,1,1,Adventure
7864,37,37,Sci-Fi
7864,16,16,Thriller
7864,56,56,War
7865,10,10,Drama
7865,9,9,Romance
7865,4,4,Comedy
7866,10,10,Drama
7866,9,9,Romance
7867,4,4,Comedy
7867,14,14,Crime
7868,4,4,Comedy
7868,2,2,Animation
7868,3,3,Children
7869,23,23,Horror
7870,2,2,Animation
7870,4,4,Comedy
7871,4,4,Comedy
7871,2,2,Animation
7871,3,3,Children
7872,33,33,Mystery
7872,23,23,Horror
7872,4,4,Comedy
7872,16,16,Thriller
7873,9,9,Romance
7873,4,4,Comedy
7874,4,4,Comedy
7875,49,49,Documentary
7876,37,37,Sci-Fi
7876,10,10,Drama
7876,13,13,Action
7876,16,16,Thriller
7877,4,4,Comedy
7878,10,10,Drama
7879,4,4,Comedy
7879,14,14,Crime
7879,13,13,Action
7880,13,13,Action
7880,23,23,Horror
7880,37,37,Sci-Fi
7881,23,23,Horror
7881,16,16,Thriller
7881,51,51,IMAX
7882,10,10,Drama
7883,4,4,Comedy
7884,14,14,Crime
7884,10,10,Drama
7884,9,9,Romance
7885,4,4,Comedy
7885,23,23,Horror
7886,37,37,Sci-Fi
7886,9,9,Romance
7886,10,10,Drama
7887,4,4,Comedy
7888,10,10,Drama
7889,23,23,Horror
7890,10,10,Drama
7890,16,16,Thriller
7891,10,10,Drama
7891,1,1,Adventure
7891,16,16,Thriller
7891,13,13,Action
7892,49,49,Documentary
7893,49,49,Documentary
7894,10,10,Drama
7895,10,10,Drama
7895,4,4,Comedy
7896,49,49,Documentary
7897,49,49,Documentary
7898,10,10,Drama
7899,4,4,Comedy
7899,1,1,Adventure
7900,10,10,Drama
7901,49,49,Documentary
7902,16,16,Thriller
7902,14,14,Crime
7902,23,23,Horror
7902,13,13,Action
7903,4,4,Comedy
7904,4,4,Comedy
7905,10,10,Drama
7905,63,63,Musical
7905,4,4,Comedy
7906,16,16,Thriller
7906,23,23,Horror
7907,51,51,IMAX
7907,16,16,Thriller
7907,37,37,Sci-Fi
7908,10,10,Drama
7909,9,9,Romance
7909,10,10,Drama
7910,13,13,Action
7910,1,1,Adventure
7910,37,37,Sci-Fi
7910,51,51,IMAX
7911,16,16,Thriller
7911,162,162,Film-Noir
7911,10,10,Drama
7912,10,10,Drama
7913,10,10,Drama
7913,16,16,Thriller
7914,10,10,Drama
7915,10,10,Drama
7916,23,23,Horror
7916,33,33,Mystery
7916,16,16,Thriller
7917,16,16,Thriller
7917,13,13,Action
7918,4,4,Comedy
7918,10,10,Drama
7919,10,10,Drama
7920,3,3,Children
7920,33,33,Mystery
7920,37,37,Sci-Fi
7921,9,9,Romance
7921,10,10,Drama
7921,4,4,Comedy
7922,10,10,Drama
7923,9,9,Romance
7923,10,10,Drama
7923,4,4,Comedy
7924,51,51,IMAX
7924,37,37,Sci-Fi
7924,10,10,Drama
7924,13,13,Action
7925,49,49,Documentary
7926,63,63,Musical
7926,10,10,Drama
7926,4,4,Comedy
7927,16,16,Thriller
7927,37,37,Sci-Fi
7927,33,33,Mystery
7927,23,23,Horror
7928,10,10,Drama
7929,10,10,Drama
7929,16,16,Thriller
7930,10,10,Drama
7930,16,16,Thriller
7931,13,13,Action
7931,1,1,Adventure
7932,14,14,Crime
7932,16,16,Thriller
7932,37,37,Sci-Fi
7933,10,10,Drama
7934,4,4,Comedy
7934,10,10,Drama
7935,10,10,Drama
7935,16,16,Thriller
7936,23,23,Horror
7937,1,1,Adventure
7937,4,4,Comedy
7937,16,16,Thriller
7938,13,13,Action
7938,10,10,Drama
7938,33,33,Mystery
7938,16,16,Thriller
7939,10,10,Drama
7940,4,4,Comedy
7940,9,9,Romance
7941,13,13,Action
7941,14,14,Crime
7941,16,16,Thriller
7942,14,14,Crime
7942,2,2,Animation
7942,13,13,Action
7943,2,2,Animation
7943,1,1,Adventure
7943,51,51,IMAX
7943,6,6,Fantasy
7943,4,4,Comedy
7944,13,13,Action
7944,14,14,Crime
7944,4,4,Comedy
7945,10,10,Drama
7946,13,13,Action
7946,16,16,Thriller
7946,33,33,Mystery
7946,10,10,Drama
7946,14,14,Crime
7947,33,33,Mystery
7947,51,51,IMAX
7947,13,13,Action
7947,2,2,Animation
7948,49,49,Documentary
7949,10,10,Drama
7949,33,33,Mystery
7949,3,3,Children
7950,16,16,Thriller
7950,14,14,Crime
7950,10,10,Drama
7951,13,13,Action
7951,10,10,Drama
7951,6,6,Fantasy
7952,4,4,Comedy
7953,10,10,Drama
7954,10,10,Drama
7954,4,4,Comedy
7955,63,63,Musical
7955,4,4,Comedy
7955,3,3,Children
7956,1,1,Adventure
7956,6,6,Fantasy
7956,10,10,Drama
7956,9,9,Romance
7957,10,10,Drama
7957,56,56,War
7958,16,16,Thriller
7958,10,10,Drama
7958,4,4,Comedy
7959,10,10,Drama
7960,10,10,Drama
7960,9,9,Romance
7961,13,13,Action
7961,10,10,Drama
7961,6,6,Fantasy
7962,3,3,Children
7962,4,4,Comedy
7962,14,14,Crime
7962,10,10,Drama
7963,4,4,Comedy
7964,10,10,Drama
7965,3,3,Children
7965,4,4,Comedy
7965,6,6,Fantasy
7965,1,1,Adventure
7965,2,2,Animation
7966,10,10,Drama
7966,4,4,Comedy
7966,3,3,Children
7966,2,2,Animation
7967,10,10,Drama
7967,13,13,Action
7968,162,162,Film-Noir
7968,14,14,Crime
7968,13,13,Action
7969,1,1,Adventure
7969,13,13,Action
7970,63,63,Musical
7970,3,3,Children
7970,2,2,Animation
7971,10,10,Drama
7971,1,1,Adventure
7971,13,13,Action
7971,37,37,Sci-Fi
7971,16,16,Thriller
7972,37,37,Sci-Fi
7972,10,10,Drama
7972,9,9,Romance
7973,51,51,IMAX
7973,13,13,Action
7973,14,14,Crime
7973,1,1,Adventure
7974,16,16,Thriller
7974,51,51,IMAX
7974,1,1,Adventure
7974,10,10,Drama
7974,13,13,Action
7975,13,13,Action
7975,1,1,Adventure
7975,4,4,Comedy
7975,14,14,Crime
7975,33,33,Mystery
7975,16,16,Thriller
7976,49,49,Documentary
7976,10,10,Drama
7977,161,161,Western
7978,10,10,Drama
7979,4,4,Comedy
7979,10,10,Drama
7980,4,4,Comedy
7980,9,9,Romance
7981,13,13,Action
7981,1,1,Adventure
7981,16,16,Thriller
7981,51,51,IMAX
7982,10,10,Drama
7982,4,4,Comedy
7983,16,16,Thriller
7983,10,10,Drama
7984,23,23,Horror
7984,13,13,Action
7984,16,16,Thriller
7984,37,37,Sci-Fi
7985,10,10,Drama
7986,4,4,Comedy
7986,16,16,Thriller
7987,4,4,Comedy
7988,14,14,Crime
7988,13,13,Action
7988,16,16,Thriller
7988,10,10,Drama
7989,49,49,Documentary
7990,63,63,Musical
7990,4,4,Comedy
7991,3,3,Children
7991,10,10,Drama
7992,10,10,Drama
7993,10,10,Drama
7994,23,23,Horror
7994,4,4,Comedy
7995,6,6,Fantasy
7995,23,23,Horror
7995,13,13,Action
7995,51,51,IMAX
7996,10,10,Drama
7996,13,13,Action
7997,14,14,Crime
7997,16,16,Thriller
7998,10,10,Drama
7998,4,4,Comedy
7999,13,13,Action
7999,16,16,Thriller
8000,16,16,Thriller
8000,10,10,Drama
8001,23,23,Horror
8002,63,63,Musical
8002,49,49,Documentary
8003,10,10,Drama
8003,13,13,Action
8003,16,16,Thriller
8004,16,16,Thriller
8004,23,23,Horror
8005,1,1,Adventure
8005,2,2,Animation
8005,10,10,Drama
8005,33,33,Mystery
8005,37,37,Sci-Fi
8006,13,13,Action
8006,1,1,Adventure
8006,10,10,Drama
8006,56,56,War
8007,4,4,Comedy
8007,10,10,Drama
8008,14,14,Crime
8008,13,13,Action
8008,4,4,Comedy
8009,23,23,Horror
8009,16,16,Thriller
8010,13,13,Action
8010,16,16,Thriller
8010,37,37,Sci-Fi
8011,10,10,Drama
8012,9,9,Romance
8012,10,10,Drama
8013,4,4,Comedy
8013,49,49,Documentary
8014,4,4,Comedy
8015,4,4,Comedy
8016,16,16,Thriller
8016,13,13,Action
8016,33,33,Mystery
8016,14,14,Crime
8017,10,10,Drama
8017,9,9,Romance
8018,4,4,Comedy
8019,10,10,Drama
8019,9,9,Romance
8020,9,9,Romance
8020,4,4,Comedy
8020,10,10,Drama
8021,37,37,Sci-Fi
8021,51,51,IMAX
8021,1,1,Adventure
8021,4,4,Comedy
8021,13,13,Action
8022,37,37,Sci-Fi
8022,10,10,Drama
8022,9,9,Romance
8023,4,4,Comedy
8024,4,4,Comedy
8024,161,161,Western
8025,16,16,Thriller
8025,6,6,Fantasy
8025,13,13,Action
8026,10,10,Drama
8027,9,9,Romance
8027,4,4,Comedy
8028,56,56,War
8028,49,49,Documentary
8029,10,10,Drama
8030,16,16,Thriller
8030,10,10,Drama
8031,10,10,Drama
8032,4,4,Comedy
8033,51,51,IMAX
8033,63,63,Musical
8033,6,6,Fantasy
8033,2,2,Animation
8034,4,4,Comedy
8035,14,14,Crime
8035,4,4,Comedy
8036,49,49,Documentary
8037,9,9,Romance
8037,4,4,Comedy
8037,13,13,Action
8038,51,51,IMAX
8038,37,37,Sci-Fi
8038,1,1,Adventure
8038,13,13,Action
8039,4,4,Comedy
8040,49,49,Documentary
8041,10,10,Drama
8041,4,4,Comedy
8042,10,10,Drama
8043,4,4,Comedy
8043,14,14,Crime
8043,13,13,Action
8044,4,4,Comedy
8044,10,10,Drama
8045,13,13,Action
8045,37,37,Sci-Fi
8045,16,16,Thriller
8046,4,4,Comedy
8047,49,49,Documentary
8048,49,49,Documentary
8049,6,6,Fantasy
8049,51,51,IMAX
8049,13,13,Action
8049,1,1,Adventure
8050,4,4,Comedy
8050,13,13,Action
8050,37,37,Sci-Fi
8051,4,4,Comedy
8052,14,14,Crime
8052,13,13,Action
8053,23,23,Horror
8053,4,4,Comedy
8053,16,16,Thriller
8053,37,37,Sci-Fi
8054,10,10,Drama
8054,4,4,Comedy
8055,4,4,Comedy
8056,33,33,Mystery
8056,16,16,Thriller
8057,16,16,Thriller
8057,13,13,Action
8058,1,1,Adventure
8058,4,4,Comedy
8058,6,6,Fantasy
8059,13,13,Action
8059,37,37,Sci-Fi
8059,16,16,Thriller
8059,51,51,IMAX
8060,49,49,Documentary
8061,4,4,Comedy
8061,10,10,Drama
8062,9,9,Romance
8062,4,4,Comedy
8063,4,4,Comedy
8064,10,10,Drama
8065,10,10,Drama
8065,37,37,Sci-Fi
8066,51,51,IMAX
8066,23,23,Horror
8066,4,4,Comedy
8067,6,6,Fantasy
8067,1,1,Adventure
8067,13,13,Action
8068,10,10,Drama
8068,16,16,Thriller
8069,10,10,Drama
8069,14,14,Crime
8070,4,4,Comedy
8071,51,51,IMAX
8071,37,37,Sci-Fi
8071,4,4,Comedy
8071,13,13,Action
8072,10,10,Drama
8072,13,13,Action
8072,1,1,Adventure
8073,10,10,Drama
8073,33,33,Mystery
8073,37,37,Sci-Fi
8074,1,1,Adventure
8074,2,2,Animation
8074,3,3,Children
8074,4,4,Comedy
8075,13,13,Action
8075,23,23,Horror
8075,37,37,Sci-Fi
8075,51,51,IMAX
8076,4,4,Comedy
8076,14,14,Crime
8076,10,10,Drama
8077,10,10,Drama
8077,16,16,Thriller
8078,10,10,Drama
8078,9,9,Romance
8079,4,4,Comedy
8079,63,63,Musical
8079,14,14,Crime
8080,4,4,Comedy
8081,4,4,Comedy
8081,9,9,Romance
8081,10,10,Drama
8082,10,10,Drama
8082,14,14,Crime
8082,16,16,Thriller
8083,10,10,Drama
8083,4,4,Comedy
8084,4,4,Comedy
8084,10,10,Drama
8085,1,1,Adventure
8085,2,2,Animation
8085,3,3,Children
8085,4,4,Comedy
8085,51,51,IMAX
8086,6,6,Fantasy
8087,6,6,Fantasy
8088,4,4,Comedy
8088,10,10,Drama
8089,13,13,Action
8089,1,1,Adventure
8089,2,2,Animation
8089,3,3,Children
8090,16,16,Thriller
8090,2,2,Animation
8090,37,37,Sci-Fi
8090,13,13,Action
8090,1,1,Adventure
8091,3,3,Children
8091,1,1,Adventure
8091,2,2,Animation
8091,13,13,Action
8092,37,37,Sci-Fi
8092,1,1,Adventure
8092,2,2,Animation
8092,13,13,Action
8093,10,10,Drama
8093,9,9,Romance
8093,4,4,Comedy
8094,4,4,Comedy
8095,16,16,Thriller
8095,23,23,Horror
8095,6,6,Fantasy
8095,13,13,Action
8096,51,51,IMAX
8096,63,63,Musical
8096,10,10,Drama
8096,4,4,Comedy
8097,9,9,Romance
8097,10,10,Drama
8097,4,4,Comedy
8098,6,6,Fantasy
8098,4,4,Comedy
8098,3,3,Children
8098,2,2,Animation
8099,1,1,Adventure
8099,2,2,Animation
8099,3,3,Children
8099,4,4,Comedy
8100,2,2,Animation
8100,3,3,Children
8101,63,63,Musical
8101,2,2,Animation
8101,4,4,Comedy
8102,4,4,Comedy
8102,6,6,Fantasy
8103,10,10,Drama
8103,9,9,Romance
8103,4,4,Comedy
8104,10,10,Drama
8104,9,9,Romance
8105,1,1,Adventure
8105,13,13,Action
8105,2,2,Animation
8106,2,2,Animation
8106,1,1,Adventure
8106,13,13,Action
8107,2,2,Animation
8107,1,1,Adventure
8107,13,13,Action
8108,14,14,Crime
8108,16,16,Thriller
8108,10,10,Drama
8109,1,1,Adventure
8109,13,13,Action
8109,51,51,IMAX
8109,37,37,Sci-Fi
8110,4,4,Comedy
8110,1,1,Adventure
8110,2,2,Animation
8111,10,10,Drama
8111,6,6,Fantasy
8112,10,10,Drama
8113,16,16,Thriller
8113,14,14,Crime
8113,10,10,Drama
8114,3,3,Children
8114,2,2,Animation
8115,4,4,Comedy
8115,37,37,Sci-Fi
8116,63,63,Musical
8116,33,33,Mystery
8116,3,3,Children
8117,4,4,Comedy
8118,4,4,Comedy
8119,16,16,Thriller
8119,14,14,Crime
8120,2,2,Animation
8120,1,1,Adventure
8120,13,13,Action
8121,2,2,Animation
8121,1,1,Adventure
8121,13,13,Action
8122,3,3,Children
8122,2,2,Animation
8122,4,4,Comedy
8123,9,9,Romance
8123,6,6,Fantasy
8123,4,4,Comedy
8124,13,13,Action
8124,37,37,Sci-Fi
8124,16,16,Thriller
8125,4,4,Comedy
8126,13,13,Action
8126,1,1,Adventure
8126,2,2,Animation
8127,1,1,Adventure
8127,2,2,Animation
8127,13,13,Action
8128,13,13,Action
8128,1,1,Adventure
8128,2,2,Animation
8129,13,13,Action
8129,1,1,Adventure
8129,2,2,Animation
8130,10,10,Drama
8131,10,10,Drama
8132,1,1,Adventure
8132,13,13,Action
8132,51,51,IMAX
8132,16,16,Thriller
8133,4,4,Comedy
8134,16,16,Thriller
8134,14,14,Crime
8135,49,49,Documentary
8136,2,2,Animation
8136,1,1,Adventure
8136,4,4,Comedy
8137,4,4,Comedy
8137,9,9,Romance
8137,10,10,Drama
8138,10,10,Drama
8139,13,13,Action
8139,16,16,Thriller
8140,10,10,Drama
8140,14,14,Crime
8141,4,4,Comedy
8141,23,23,Horror
8142,4,4,Comedy
8142,10,10,Drama
8143,49,49,Documentary
8144,16,16,Thriller
8144,23,23,Horror
8145,9,9,Romance
8145,4,4,Comedy
8146,49,49,Documentary
8147,4,4,Comedy
8148,4,4,Comedy
8148,63,63,Musical
8149,13,13,Action
8149,16,16,Thriller
8150,49,49,Documentary
8151,13,13,Action
8151,14,14,Crime
8151,37,37,Sci-Fi
8152,4,4,Comedy
8153,23,23,Horror
8153,16,16,Thriller
8154,10,10,Drama
8154,37,37,Sci-Fi
8154,4,4,Comedy
8155,49,49,Documentary
8156,13,13,Action
8156,51,51,IMAX
8156,37,37,Sci-Fi
8156,23,23,Horror
8157,9,9,Romance
8157,4,4,Comedy
8158,10,10,Drama
8159,37,37,Sci-Fi
8159,13,13,Action
8160,9,9,Romance
8160,63,63,Musical
8160,6,6,Fantasy
8160,4,4,Comedy
8160,1,1,Adventure
8161,16,16,Thriller
8161,10,10,Drama
8161,14,14,Crime
8162,23,23,Horror
8162,16,16,Thriller
8163,10,10,Drama
8163,9,9,Romance
8164,10,10,Drama
8165,6,6,Fantasy
8165,63,63,Musical
8165,10,10,Drama
8165,33,33,Mystery
8165,37,37,Sci-Fi
8166,10,10,Drama
8166,63,63,Musical
8167,10,10,Drama
8167,16,16,Thriller
8167,13,13,Action
8167,14,14,Crime
8168,16,16,Thriller
8169,49,49,Documentary
8170,9,9,Romance
8170,10,10,Drama
8171,49,49,Documentary
8171,1,1,Adventure
8171,10,10,Drama
8172,49,49,Documentary
8173,16,16,Thriller
8173,23,23,Horror
8174,3,3,Children
8174,2,2,Animation
8174,4,4,Comedy
8175,49,49,Documentary
8176,10,10,Drama
8177,10,10,Drama
8177,16,16,Thriller
8178,4,4,Comedy
8178,14,14,Crime
8179,4,4,Comedy
8179,10,10,Drama
8180,49,49,Documentary
8181,49,49,Documentary
8182,13,13,Action
8182,10,10,Drama
